Topics,congress,date,track,sponsor,party,state,topic
13607,116th,2020-03-11,Introduced,"Delgado, Antonio ",D,NY,Health Care
13608,116th,2020-03-11,Introduced,"Kilmer, Derek ",D,WA,Labor / Immigration
13609,116th,2020-03-11,Introduced,"Kinzinger, Adam ",R,IL,Infrastructure
13610,116th,2020-03-11,Introduced,"Kuster, Ann M. ",D,NH,Health Care
13611,116th,2020-03-11,Introduced,"Govern, James P. ",D,MA,Border
13612,116th,2020-03-11,Introduced,"Norman, Ralph ",R,SC,Regulations
13613,116th,2020-03-11,Introduced,"Takano, Mark ",D,CA,Labor / Immigration
13614,116th,2020-03-11,Introduced,"Wilson, Frederica S. ",D,FL,Labor / Immigration
13615,116th,2020-03-12,Introduced,"Kind, Ron ",D,WI,Health Care
13616,116th,2020-03-12,Introduced,"Eshoo, Anna G. ",D,CA,Civil Law
13617,116th,2020-03-12,Introduced,"Johnson, Eddie Bernice ",D,TX,Infrastructure
13618,116th,2020-03-12,Introduced,"Morelle, Joseph D. ",D,NY,Infrastructure
13619,116th,2020-03-12,Introduced,"Engel, Eliot L. ",D,NY,Health Care
13620,116th,2020-03-12,Introduced,"Spano, Ross ",R,FL,Tax Code
13621,116th,2020-03-12,Introduced,"Scott, Robert C. ",D,VA,Labor / Immigration
13622,116th,2020-03-12,Introduced,"Harder, Josh ",D,CA,Tax Code
13623,116th,2020-03-12,Introduced,"Schakowsky, Janice D. ",D,IL,Health Care
13624,116th,2020-03-12,Introduced,"Lipinski, Daniel ",D,IL,Infrastructure
13625,116th,2020-03-12,Introduced,"Lipinski, Daniel ",D,IL,Infrastructure
13626,116th,2020-03-12,Introduced,"Lipinski, Daniel ",D,IL,Infrastructure
13627,116th,2020-03-12,Introduced,"Lipinski, Daniel ",D,IL,Infrastructure
13628,116th,2020-03-12,Introduced,"Lipinski, Daniel ",D,IL,Regulations
13629,116th,2020-03-12,Introduced,"Amodei, Mark E. ",R,NV,Natural Resources
13630,116th,2020-03-12,Introduced,"Bacon, Don ",R,NE,Military
13631,116th,2020-03-12,Introduced,"Boyle, Brendan F. ",D,PA,Tax Code
13632,116th,2020-03-12,Introduced,"Bucshon, Larry ",R,IN,Health Care
13633,116th,2020-03-12,Introduced,"Cardenas, Tony ",D,CA,Health Care
13634,116th,2020-03-12,Introduced,"Cohen, Steve ",D,TN,Tax Code
13635,116th,2020-03-12,Introduced,"Escobar, Veronica ",D,TX,Natural Resources
13636,116th,2020-03-12,Introduced,"Gallagher, Mike ",R,WI,Border
13637,116th,2020-03-12,Introduced,"Gallego, Ruben ",D,AZ,Education
13638,116th,2020-03-12,Introduced,"Gallego, Ruben ",D,AZ,Health Care
13639,116th,2020-03-12,Introduced,"Gottheimer, Josh ",D,NJ,Health Care
13640,116th,2020-03-12,Introduced,"Hastings, Alcee L. ",D,FL,Budget
13641,116th,2020-03-12,Introduced,"Hastings, Alcee L. ",D,FL,Education
13642,116th,2020-03-12,Introduced,"Hill, J. French ",R,AR,Small Business
13643,116th,2020-03-12,Introduced,"Huizenga, Bill ",R,MI,Regulations
13644,116th,2020-03-12,Introduced,"Huizenga, Bill ",R,MI,Small Business
13645,116th,2020-03-12,Introduced,"Kelly, Robin L. ",D,IL,Health Care
13646,116th,2020-03-12,Introduced,"Kennedy, Joseph P.",D,MA,Labor / Immigration
13647,116th,2020-03-12,Introduced,"Kilmer, Derek ",D,WA,Labor / Immigration
13648,116th,2020-03-12,Introduced,"Krishnamoorthi, Raja ",D,IL,Education
13649,116th,2020-03-12,Introduced,"Langevin, James R. ",D,RI,Infrastructure
13650,116th,2020-03-12,Introduced,"Luetkemeyer, Blaine ",R,MO,Small Business
13651,116th,2020-03-12,Introduced,"Maloney, Carolyn B. ",D,NY,Regulations
13652,116th,2020-03-12,Introduced,"Matsui, Doris O. ",D,CA,Education
13653,116th,2020-03-12,Introduced,"Henry, Patrick T. ",R,NC,Small Business
13654,116th,2020-03-12,Introduced,"Henry, Patrick T. ",R,NC,Small Business
13655,116th,2020-03-12,Introduced,"Henry, Patrick T. ",R,NC,Labor / Immigration
13656,116th,2020-03-12,Introduced,"Norton, Eleanor Holmes ",D,DC,Education
13657,116th,2020-03-12,Introduced,"Pallone, Frank",D,NJ,Infrastructure
13658,116th,2020-03-12,Introduced,"Panetta, Jimmy ",D,CA,Tax Code
13659,116th,2020-03-12,Introduced,"Roy, Chip ",R,TX,Chemical Substances
13660,116th,2020-03-12,Introduced,"Roy, Chip ",R,TX,Health Care
13661,116th,2020-03-12,Introduced,"Roy, Chip ",R,TX,Chemical Substances
13662,116th,2020-03-12,Introduced,"Ruiz, Raul ",D,CA,Health Care
13663,116th,2020-03-12,Introduced,"Sablan, Gregorio Kilili Camacho ",D,MP,Military
13664,116th,2020-03-12,Introduced,"Sarbanes, John P. ",D,MD,Health Care
13665,116th,2020-03-12,Introduced,"Smith, Jason ",R,MO,Tax Code
13666,116th,2020-03-12,Introduced,"Stivers, Steve ",R,OH,Small Business
13667,116th,2020-03-12,Introduced,"Thompson, Mike ",D,CA,Labor / Immigration
13668,116th,2020-03-12,Introduced,"Tipton, Scott  R. ",R,CO,Natural Resources
13669,116th,2020-03-12,Introduced,"Velazquez, Nydia M. ",D,NY,Small Business
13670,116th,2020-03-12,Introduced,"Wagner, Ann ",R,MO,Small Business
13671,116th,2020-03-12,Introduced,"Wexton, Jennifer ",D,VA,Diplomacy
13672,116th,2020-03-13,Introduced,"Lee, Sheila ",D,TX,Labor / Immigration
13673,116th,2020-03-13,Introduced,"Lee, Sheila ",D,TX,Education
13674,116th,2020-03-13,Introduced,"Butterfield, G. K. ",D,NC,Health Care
13675,116th,2020-03-13,Introduced,"Haaland, Debra A. ",D,NM,Education
13676,116th,2020-03-13,Introduced,"Scott, Robert C. ",D,VA,Education
13677,116th,2020-03-13,Introduced,"Davis, Danny K. ",D,IL,Tax Code
13678,116th,2020-03-13,Introduced,"Escobar, Veronica ",D,TX,Civil Law
13679,116th,2020-03-13,Introduced,"Kelly, Trent ",R,MS,Natural Resources
13680,116th,2020-03-13,Introduced,"Maloney, Carolyn B. ",D,NY,Labor / Immigration
13681,116th,2020-03-13,Introduced,"Panetta, Jimmy ",D,CA,Tax Code
13682,116th,2020-03-13,Introduced,"Pascrell, Bill",D,NJ,Health Care
13683,116th,2020-03-13,Introduced,"Ruiz, Raul ",D,CA,Infrastructure
13684,116th,2020-03-13,Introduced,"Ruiz, Raul ",D,CA,Health Care
13685,116th,2020-03-13,Introduced,"Schakowsky, Janice D. ",D,IL,Infrastructure
13686,116th,2020-03-13,Introduced,"Steube, W. Gregory ",R,FL,Military
13687,116th,2020-03-13,Introduced,"Burgess, Michael C. ",R,TX,Tax Code
13688,116th,2020-03-13,Introduced,"Curtis, John R. ",R,UT,Diplomacy
13689,116th,2020-03-13,Introduced,"Richmond, Cedric L. ",D,LA,Tax Code
13690,116th,2020-03-19,Introduced,"Omar, Ilhan ",D,MN,Natural Resources
13691,116th,2020-03-19,Introduced,"Omar, Ilhan ",D,MN,Tax Code
13692,116th,2020-03-19,Introduced,"Kim, Andy ",D,NJ,Small Business
13693,116th,2020-03-19,Introduced,"Lee, Sheila ",D,TX,Labor / Immigration
13694,116th,2020-03-19,Introduced,"Zeldin, Lee M. ",R,NY,Infrastructure
13695,116th,2020-03-19,Introduced,"Tipton, Scott  R. ",R,CO,Health Care
13696,116th,2020-03-19,Introduced,"Stivers, Steve ",R,OH,Health Care
13697,116th,2020-03-19,Introduced,"Stivers, Steve ",R,OH,Budget
13698,116th,2020-03-19,Introduced,"Budd, Ted ",R,NC,Health Care
13699,116th,2020-03-19,Introduced,"Thompson, Glenn ",R,PA,Health Care
13700,116th,2020-03-19,Introduced,"Courtney, Joe ",D,CT,Health Care
13701,116th,2020-03-19,Introduced,"Bonamici, Suzanne ",D,OR,Health Care
13702,116th,2020-03-19,Introduced,"Chu, Judy ",D,CA,Small Business
13703,116th,2020-03-19,Introduced,"Cicilline, David N. ",D,RI,Health Care
13704,116th,2020-03-19,Introduced,"Crow, Jason ",D,CO,Small Business
13705,116th,2020-03-19,Introduced,"Delgado, Antonio ",D,NY,Small Business
13706,116th,2020-03-19,Introduced,"Dingell, Debbie ",D,MI,Health Care
13707,116th,2020-03-19,Introduced,"Hill, J. French ",R,AR,Small Business
13708,116th,2020-03-19,Introduced,"Houlahan, Chrissy ",D,PA,Small Business
13709,116th,2020-03-19,Introduced,"Jayapal, Pramila ",D,WA,Education
13710,116th,2020-03-19,Introduced,"Meng, Grace ",D,NY,Infrastructure
13711,116th,2020-03-19,Introduced,"Pocan, Mark ",D,WI,Health Care
13712,116th,2020-03-19,Introduced,"Ruiz, Raul ",D,CA,Health Care
13713,116th,2020-03-19,Introduced,"Velazquez, Nydia M. ",D,NY,Small Business
13714,116th,2020-03-19,Introduced,"Wild, Susan ",D,PA,Health Care
13715,116th,2020-03-23,Introduced,"Heck, Denny ",D,WA,Budget
13716,116th,2020-03-23,Introduced,"Castro, Joaquin ",D,TX,Budget
13717,116th,2020-03-23,Introduced,"Dean, Madeleine ",D,PA,Tax Code
13718,116th,2020-03-23,Introduced,"Doggett, Lloyd ",D,TX,Health Care
13719,116th,2020-03-23,Introduced,"Kelly, Robin L. ",D,IL,Education
13720,116th,2020-03-23,Introduced,"Phillips, Dean ",D,MN,Regulations
13721,116th,2020-03-23,Introduced,"Veasey, Marc A. ",D,TX,Small Business
13722,116th,2020-03-23,Introduced,"Waters, Maxine ",D,CA,Small Business
13723,116th,2020-03-23,Became Law,"Takano, Mark ",D,CA,Labor / Immigration
13724,116th,2020-03-23,Introduced,"Stevens, Haley M. ",D,MI,Infrastructure
13725,116th,2020-03-23,Introduced,"Pappas, Chris ",D,NH,Small Business
13726,116th,2020-03-23,Introduced,"Pappas, Chris ",D,NH,Tax Code
13727,116th,2020-03-23,Introduced,"Cleaver, Emanuel ",D,MO,Budget
13728,116th,2020-03-23,Introduced,"Cleaver, Emanuel ",D,MO,Small Business
13729,116th,2020-03-23,Introduced,"Tlaib, Rashida ",D,MI,Health Care
13730,116th,2020-03-23,Introduced,"Adams, Alma S. ",D,NC,Budget
13731,116th,2020-03-23,Introduced,"Axne, Cynthia ",D,IA,Budget
13732,116th,2020-03-23,Introduced,"Beatty, Joyce ",D,OH,Small Business
13733,116th,2020-03-23,Introduced,"Beatty, Joyce ",D,OH,Small Business
13734,116th,2020-03-23,Introduced,"Beatty, Joyce ",D,OH,Small Business
13735,116th,2020-03-23,Introduced,"Bera, Ami ",D,CA,Infrastructure
13736,116th,2020-03-23,Introduced,"Bergman, Jack ",R,MI,Tax Code
13737,116th,2020-03-23,Introduced,"Bishop, Dan ",R,NC,Health Care
13738,116th,2020-03-23,Introduced,"Budd, Ted ",R,NC,Tax Code
13739,116th,2020-03-23,Introduced,"Budd, Ted ",R,NC,Tax Code
13740,116th,2020-03-23,Introduced,"Casten, Sean ",D,IL,Small Business
13741,116th,2020-03-23,Introduced,"Clay, Wm. Lacy ",D,MO,Tax Code
13742,116th,2020-03-23,Introduced,"Craig, Angie ",D,MN,Small Business
13743,116th,2020-03-23,Introduced,"Davids, Sharice ",D,KS,Small Business
13744,116th,2020-03-23,Introduced,"Espaillat, Adriano ",D,NY,Small Business
13745,116th,2020-03-23,Introduced,"Evans, Dwight ",D,PA,Small Business
13746,116th,2020-03-23,Introduced,"Finkenauer, Abby ",D,IA,Small Business
13747,116th,2020-03-23,Introduced,"Gallego, Ruben ",D,AZ,Tax Code
13748,116th,2020-03-23,Introduced,"Garcia, Jesus G. ",D,IL,Budget
13749,116th,2020-03-23,Introduced,"Garcia, Sylvia R. ",D,TX,Small Business
13750,116th,2020-03-23,Introduced,"Golden, Jared F. ",D,ME,Small Business
13751,116th,2020-03-23,Introduced,"Gonzalez, Vicente ",D,TX,Health Care
13752,116th,2020-03-23,Introduced,"Harder, Josh ",D,CA,Health Care
13753,116th,2020-03-23,Introduced,"Horn, Kendra S. ",D,OK,Health Care
13754,116th,2020-03-23,Introduced,"Khanna, Ro ",D,CA,Military
13755,116th,2020-03-23,Introduced,"Kind, Ron ",D,WI,Tax Code
13756,116th,2020-03-23,Introduced,"Langevin, James R. ",D,RI,Health Care
13757,116th,2020-03-23,Introduced,"Larson, John B. ",D,CT,Tax Code
13758,116th,2020-03-23,Introduced,"Lee, Susie ",D,NV,Health Care
13759,116th,2020-03-23,Introduced,"Lynch, Stephen F. ",D,MA,Budget
13760,116th,2020-03-23,Introduced,"Lynch, Stephen F. ",D,MA,Tax Code
13761,116th,2020-03-23,Introduced,"Cortez, Alexandria ",D,Co,Small Business
13762,116th,2020-03-23,Introduced,"Perlmutter, Ed ",D,CO,Small Business
13763,116th,2020-03-23,Introduced,"Pressley, Ayanna ",D,MA,Budget
13764,116th,2020-03-23,Introduced,"Pressley, Ayanna ",D,MA,Tax Code
13765,116th,2020-03-23,Introduced,"Reschenthaler, Guy ",R,PA,Civil Law
13766,116th,2020-03-23,Introduced,"Roe, David P. ",R,TN,Health Care
13767,116th,2020-03-23,Introduced,"Nicolas, Michael F. Q. ",D,GU,Small Business
13768,116th,2020-03-23,Introduced,"Schneider, Bradley Scott ",D,IL,Small Business
13769,116th,2020-03-23,Introduced,"Scott, David ",D,GA,Budget
13770,116th,2020-03-23,Introduced,"Sherman, Brad ",D,CA,Small Business
13771,116th,2020-03-23,Introduced,"Sherman, Brad ",D,CA,Civil Law
13772,116th,2020-03-23,Introduced,"Sherman, Brad ",D,CA,Small Business
13773,116th,2020-03-23,Introduced,"Suozzi, Thomas R. ",D,NY,Small Business
13774,116th,2020-03-23,Introduced,"Vargas, Juan ",D,CA,Budget
13775,116th,2020-03-23,Introduced,"Velazquez, Nydia M. ",D,NY,Budget
13776,116th,2020-03-23,Introduced,"Velazquez, Nydia M. ",D,NY,Infrastructure
13777,116th,2020-03-23,Introduced,"Velazquez, Nydia M. ",D,NY,Tax Code
13778,116th,2020-03-23,Introduced,"Wexton, Jennifer ",D,VA,Tax Code
13779,116th,2020-03-23,Introduced,"Wexton, Jennifer ",D,VA,Small Business
13780,116th,2020-03-23,Introduced,"Lowey, Nita M. ",D,NY,Budget
13781,116th,2020-03-24,Introduced,"Green, Al ",D,TX,Tax Code
13782,116th,2020-03-24,Introduced,"Green, Al ",D,TX,Small Business
13783,116th,2020-03-24,Introduced,"Green, Al ",D,TX,Budget
13784,116th,2020-03-24,Introduced,"Clarke, Yvette D. ",D,NY,Health Care
13785,116th,2020-03-24,Introduced,"Velazquez, Nydia M. ",D,NY,Education
13786,116th,2020-03-25,Introduced,"Curtis, John R. ",R,UT,Small Business
13787,116th,2020-03-25,Introduced,"Gaetz, Matt ",R,FL,Budget
13788,116th,2020-03-25,Introduced,"Gonzalez, Vicente ",D,TX,Natural Resources
13789,116th,2020-03-25,Introduced,"Houlahan, Chrissy ",D,PA,Infrastructure
13790,116th,2020-03-25,Introduced,"Rush, Bobby L. ",D,IL,Civil Law
13791,116th,2020-03-25,Introduced,"Ryan, Tim ",D,OH,Health Care
13792,116th,2020-03-25,Introduced,"Schneider, Bradley Scott ",D,IL,Tax Code
13793,116th,2020-03-25,Introduced,"Waltz, Michael ",R,FL,Border
13794,116th,2020-03-25,Introduced,"Waltz, Michael ",R,FL,Chemical Substances
13795,116th,2020-03-25,Introduced,"Welch, Peter ",D,VT,Small Business
13796,116th,2020-03-26,Passed House,"Smith, Adam ",D,WA,Infrastructure
13797,116th,2020-03-26,Introduced,"Biggs, Andy ",R,AZ,Tax Code
13798,116th,2020-03-26,Introduced,"Courtney, Joe ",D,CT,Tax Code
13799,116th,2020-03-26,Introduced,"Crow, Jason ",D,CO,Military
13800,116th,2020-03-26,Introduced,"Hill, J. French ",R,AR,Infrastructure
13801,116th,2020-03-26,Introduced,"Jeffries, Hakeem S. ",D,NY,Civil Law
13802,116th,2020-03-26,Introduced,"Krishnamoorthi, Raja ",D,IL,Small Business
13803,116th,2020-03-26,Introduced,"Levin, Andy ",D,MI,Education
13804,116th,2020-03-26,Introduced,"Phillips, Dean ",D,MN,Small Business
13805,116th,2020-03-26,Introduced,"Smith, Christopher H. ",R,NJ,Small Business
13806,116th,2020-03-26,Introduced,"Steube, W. Gregory ",R,FL,Diplomacy
13807,116th,2020-03-26,Introduced,"Yoho, Ted S. ",R,FL,Infrastructure
13808,116th,2020-03-27,Introduced,"Steil, Bryan ",R,WI,Budget
13809,116th,2020-03-27,Introduced,"Moulton, Seth ",D,MA,Tax Code
13810,116th,2020-03-27,Introduced,"Omar, Ilhan ",D,MN,Labor / Immigration
13811,116th,2020-03-27,Introduced,"Larson, John B. ",D,CT,Health Care
13812,116th,2020-03-27,Introduced,"Bath, Lucy ",D,GA,Labor / Immigration
13813,116th,2020-03-27,Introduced,"Powell, Debbie ",D,Po,Military
13814,116th,2020-03-27,Introduced,"Murphy, Gregory ",R,NC,Civil Law
13815,116th,2020-03-27,Introduced,"Nadler, Jerrold ",D,NY,Civil Law
13816,116th,2020-03-27,Introduced,"Panetta, Jimmy ",D,CA,Education
13817,116th,2020-03-27,Introduced,"Quigley, Mike ",D,IL,Health Care
13818,116th,2020-03-31,Introduced,"Schakowsky, Janice D. ",D,IL,Infrastructure
13819,116th,2020-03-31,Introduced,"Byrne, Bradley ",R,AL,Natural Resources
13820,116th,2020-03-31,Introduced,"Cartwright, Matt ",D,PA,Education
13821,116th,2020-03-31,Introduced,"Craig, Angie ",D,MN,Diplomacy
13822,116th,2020-03-31,Introduced,"Curtis, John R. ",R,UT,Border
13823,116th,2020-03-31,Introduced,"Davis, Danny K. ",D,IL,Infrastructure
13824,116th,2020-03-31,Introduced,"Lawson, Al",D,FL,Small Business
13825,116th,2020-03-31,Introduced,"Moulton, Seth ",D,MA,Tax Code
13826,116th,2020-03-31,Introduced,"Neguse, Joe ",D,CO,Budget
13827,116th,2020-03-31,Introduced,"Rose, Max ",D,NY,Health Care
13828,116th,2020-04-03,Introduced,"Keller, Fred ",R,PA,Civil Law
13829,116th,2020-04-03,Introduced,"Rouda, Harley ",D,CA,Tax Code
13830,116th,2020-04-03,Introduced,"Murphy, Stephanie N. ",D,FL,Regulations
13831,116th,2020-04-03,Introduced,"Omar, Ilhan ",D,MN,Education
13832,116th,2020-04-03,Introduced,"Fitzpatrick, Brian K. ",R,PA,Regulations
13833,116th,2020-04-03,Introduced,"Cardenas, Tony ",D,CA,Health Care
13834,116th,2020-04-03,Introduced,"Huizenga, Bill ",R,MI,Tax Code
13835,116th,2020-04-03,Introduced,"Carbajal, Salud O. ",D,CA,Infrastructure
13836,116th,2020-04-03,Introduced,"Carter, Earl L. ",R,GA,Health Care
13837,116th,2020-04-03,Introduced,"Chabot, Steve ",R,OH,Tax Code
13838,116th,2020-04-03,Introduced,"Chu, Judy ",D,CA,Health Care
13839,116th,2020-04-03,Introduced,"Correa, J. Luis ",D,CA,Tax Code
13840,116th,2020-04-03,Introduced,"Cunningham, Joe ",D,SC,Military
13841,116th,2020-04-03,Introduced,"Davis, Rodney ",R,IL,Regulations
13842,116th,2020-04-03,Introduced,"Davis, Rodney ",R,IL,Labor / Immigration
13843,116th,2020-04-03,Introduced,"Lauro, Rosa L. ",D,CT,Labor / Immigration
13844,116th,2020-04-03,Introduced,"Colon, Jenniffer ",R,Co,Tax Code
13845,116th,2020-04-03,Introduced,"Gooden, Lance ",R,TX,Border
13846,116th,2020-04-03,Introduced,"Hayes, Jahana ",D,CT,Health Care
13847,116th,2020-04-03,Introduced,"Higgins, Clay ",R,LA,Regulations
13848,116th,2020-04-03,Introduced,"Kuster, Ann M. ",D,NH,Tax Code
13849,116th,2020-04-03,Introduced,"Moore, Gwen ",D,WI,Tax Code
13850,116th,2020-04-03,Introduced,"Neguse, Joe ",D,CO,Tax Code
13851,116th,2020-04-03,Introduced,"Neguse, Joe ",D,CO,Civil Law
13852,116th,2020-04-03,Introduced,"Neguse, Joe ",D,CO,Health Care
13853,116th,2020-04-03,Introduced,"Perlmutter, Ed ",D,CO,Tax Code
13854,116th,2020-04-03,Introduced,"Quigley, Mike ",D,IL,Civil Law
13855,116th,2020-04-03,Introduced,"Smith, Christopher H. ",R,NJ,Tax Code
13856,116th,2020-04-03,Introduced,"Thompson, Bennie G. ",D,MS,Regulations
13857,116th,2020-04-07,Introduced,"Wittman, Robert J. ",R,VA,Elections
13858,116th,2020-04-07,Introduced,"Cleaver, Emanuel ",D,MO,Chemical Substances
13859,116th,2020-04-07,Introduced,"Boyle, Brendan F. ",D,PA,Tax Code
13860,116th,2020-04-07,Introduced,"Craig, Angie ",D,MN,Budget
13861,116th,2020-04-07,Introduced,"Davis, Danny K. ",D,IL,Health Care
13862,116th,2020-04-07,Introduced,"Gabbard, Tulsi ",D,HI,Regulations
13863,116th,2020-04-07,Introduced,"Gallego, Ruben ",D,AZ,Health Care
13864,116th,2020-04-07,Introduced,"Garcia, Jesus G. ",D,IL,Infrastructure
13865,116th,2020-04-07,Introduced,"Garcia, Jesus G. ",D,IL,Infrastructure
13866,116th,2020-04-07,Introduced,"Colon, Jenniffer ",R,Co,Budget
13867,116th,2020-04-07,Introduced,"Mast, Brian J. ",R,FL,Military
13868,116th,2020-04-07,Introduced,"Neguse, Joe ",D,CO,Budget
13869,116th,2020-04-07,Introduced,"Perlmutter, Ed ",D,CO,Budget
13870,116th,2020-04-07,Introduced,"Peters, Scott H. ",D,CA,Natural Resources
13871,116th,2020-04-07,Introduced,"Porter, Katie ",D,CA,Small Business
13872,116th,2020-04-07,Introduced,"Roy, Chip ",R,TX,Diplomacy
13873,116th,2020-04-07,Introduced,"Schakowsky, Janice D. ",D,IL,Civil Law
13874,116th,2020-04-07,Introduced,"Wenstrup, Brad R. ",R,OH,Military
13875,116th,2020-04-10,Introduced,"Eshoo, Anna G. ",D,CA,Regulations
13876,116th,2020-04-10,Introduced,"Green, Al ",D,TX,Small Business
13877,116th,2020-04-10,Introduced,"Green, Al ",D,TX,Small Business
13878,116th,2020-04-10,Introduced,"Bilirakis, Gus M. ",R,FL,Infrastructure
13879,116th,2020-04-10,Introduced,"Brown, Anthony G. ",D,MD,Infrastructure
13880,116th,2020-04-10,Introduced,"Burchett, Tim ",R,TN,Labor / Immigration
13881,116th,2020-04-10,Introduced,"Cicilline, David N. ",D,RI,Health Care
13882,116th,2020-04-10,Introduced,"Gaetz, Matt ",R,FL,Border
13883,116th,2020-04-10,Introduced,"Gallagher, Mike ",R,WI,Chemical Substances
13884,116th,2020-04-10,Introduced,"Neguse, Joe ",D,CO,Budget
13885,116th,2020-04-10,Introduced,"Neguse, Joe ",D,CO,Tax Code
13886,116th,2020-04-10,Introduced,"Omar, Ilhan ",D,MN,Tax Code
13887,116th,2020-04-10,Introduced,"Ruiz, Raul ",D,CA,Labor / Immigration
13888,116th,2020-04-10,Introduced,"Schakowsky, Janice D. ",D,IL,Health Care
13889,116th,2020-04-10,Introduced,"Shimkus, John ",R,IL,Regulations
13890,116th,2020-04-10,Introduced,"Thornberry, Mac ",R,TX,Military
13891,116th,2020-04-10,Introduced,"Walker, Mark ",R,NC,Tax Code
13892,116th,2020-04-14,Introduced,"Graves, Sam ",R,MO,Infrastructure
13893,116th,2020-04-14,Introduced,"Rush, Bobby L. ",D,IL,Tax Code
13894,116th,2020-04-14,Introduced,"Barr, Andy ",R,KY,Regulations
13895,116th,2020-04-14,Introduced,"Thompson, Mike ",D,CA,Labor / Immigration
13896,116th,2020-04-14,Introduced,"Sablan, Gregorio Kilili Camacho ",D,MP,Health Care
13897,116th,2020-04-14,Introduced,"Ryan, Tim ",D,OH,Tax Code
13898,116th,2020-04-14,Introduced,"Fitzpatrick, Brian K. ",R,PA,Labor / Immigration
13899,116th,2020-04-14,Introduced,"Omar, Ilhan ",D,MN,Tax Code
13900,116th,2020-04-14,Introduced,"Cuellar, Henry ",D,TX,Natural Resources
13901,116th,2020-04-14,Introduced,"Gallagher, Mike ",R,WI,Tax Code
13902,116th,2020-04-14,Introduced,"Garcia, Jesus G. ",D,IL,Small Business
13903,116th,2020-04-14,Introduced,"Harder, Josh ",D,CA,Tax Code
13904,116th,2020-04-14,Introduced,"Lee, Sheila ",D,TX,Budget
13905,116th,2020-04-14,Introduced,"Lee, Sheila ",D,TX,Health Care
13906,116th,2020-04-14,Introduced,"Lee, Sheila ",D,TX,Border
13907,116th,2020-04-14,Introduced,"Kilmer, Derek ",D,WA,Small Business
13908,116th,2020-04-14,Introduced,"Meng, Grace ",D,NY,Border
13909,116th,2020-04-14,Introduced,"Morelle, Joseph D. ",D,NY,Tax Code
13910,116th,2020-04-14,Passed House,"Nadler, Jerrold ",D,NY,Civil Law
13911,116th,2020-04-14,Introduced,"Omar, Ilhan ",D,MN,Elections
13912,116th,2020-04-14,Introduced,"Pappas, Chris ",D,NH,Health Care
13913,116th,2020-04-14,Introduced,"Phillips, Dean ",D,MN,Elections
13914,116th,2020-04-14,Introduced,"Riggleman, Denver ",R,VA,Tax Code
13915,116th,2020-04-14,Introduced,"Scott, Robert C. ",D,VA,Labor / Immigration
13916,116th,2020-04-17,Introduced,"Omar, Ilhan ",D,MN,Budget
13917,116th,2020-04-17,Introduced,"Brooks, Susan W. ",R,IN,Regulations
13918,116th,2020-04-17,Introduced,"Brooks, Susan W. ",R,IN,Budget
13919,116th,2020-04-17,Introduced,"Peters, Scott H. ",D,CA,Labor / Immigration
13920,116th,2020-04-17,Introduced,"Crenshaw, Dan ",R,TX,Civil Law
13921,116th,2020-04-17,Introduced,"Crenshaw, Dan ",R,TX,Border
13922,116th,2020-04-17,Introduced,"Barragan, Nanette Diaz ",D,CA,Health Care
13923,116th,2020-04-17,Introduced,"Smith, Christopher H. ",R,NJ,Small Business
13924,116th,2020-04-17,Introduced,"Smith, Christopher H. ",R,NJ,Labor / Immigration
13925,116th,2020-04-17,Introduced,"Smith, Christopher H. ",R,NJ,Diplomacy
13926,116th,2020-04-17,Introduced,"Raskin, Jamie ",D,MD,Infrastructure
13927,116th,2020-04-17,Introduced,"Banks, Jim ",R,IN,Education
13928,116th,2020-04-17,Introduced,"Rochester, Lisa ",D,DE,Regulations
13929,116th,2020-04-17,Introduced,"Cisneros, Gilbert Ray",D,CA,Regulations
13930,116th,2020-04-17,Introduced,"Curtis, John R. ",R,UT,Tax Code
13931,116th,2020-04-17,Introduced,"Deutch, Theodore E. ",D,FL,Infrastructure
13932,116th,2020-04-17,Introduced,"Dingell, Debbie ",D,MI,Chemical Substances
13933,116th,2020-04-17,Introduced,"Doggett, Lloyd ",D,TX,Health Care
13934,116th,2020-04-17,Introduced,"Escobar, Veronica ",D,TX,Health Care
13935,116th,2020-04-17,Introduced,"Foster, Bill ",D,IL,Elections
13936,116th,2020-04-17,Introduced,"Gallego, Ruben ",D,AZ,Natural Resources
13937,116th,2020-04-17,Introduced,"Horn, Kendra S. ",D,OK,Education
13938,116th,2020-04-17,Introduced,"Jayapal, Pramila ",D,WA,Civil Law
13939,116th,2020-04-17,Introduced,"Kennedy, Joseph P.",D,MA,Health Care
13940,116th,2020-04-17,Introduced,"Lee, Susie ",D,NV,Tax Code
13941,116th,2020-04-17,Introduced,"Lucas, Frank D. ",R,OK,Chemical Substances
13942,116th,2020-04-17,Introduced,"Malinowski, Tom ",D,NJ,Infrastructure
13943,116th,2020-04-17,Introduced,"Maloney, Carolyn B. ",D,NY,Regulations
13944,116th,2020-04-17,Introduced,"Maloney, Carolyn B. ",D,NY,Regulations
13945,116th,2020-04-17,Introduced,"Meeks, Gregory W. ",D,NY,Tax Code
13946,116th,2020-04-17,Introduced,"Murphy, Stephanie N. ",D,FL,Tax Code
13947,116th,2020-04-17,Introduced,"Neguse, Joe ",D,CO,Natural Resources
13948,116th,2020-04-17,Introduced,"Roy, Chip ",R,TX,Small Business
